run_id,strategy,case_id,mission_duration_requested_h,role_assignment,w_STD,w_region,w_boundary,solver_status,solver_runtime,fleet_collected_STD,fleet_collected_boundary,fleet_region_A_coverage,fleet_region_B_coverage,region_balance,regime_specialization_score,inter_vehicle_mean_distance,inter_vehicle_min_distance,trajectory_overlap_ratio,duplicate_sampled_cells,fleet_total_area_covered,complementarity_score,baseline_fleet_STD,baseline_runtime,STD_retention,STD_loss_relative_to_baseline,region_B_coverage_gain,runtime_score,recommendation_score
C06_representative__proxy_48h__vehicle_specific_8020,vehicle_specific_8020,C06_representative,48.0,AUV1=region_A;AUV2=region_B,0.8,0.2,0.0,SUCCESS,638.6969883441925,624.8540344238281,804.4081420898438,0.26670910248249524,0.08062525709584534,0.46425154824143144,0.3104439154267311,4.363285792501132,0.0,0.11732355637030248,128,1091,0.4894848478527411,560.3954162597656,401.6205880641937,1.1150234571765008,-0.11502345717650075,0.034142328259975326,0.0015632401249667045,0.551523095705619
C06_representative__proxy_48h__vehicle_specific_7030,vehicle_specific_7030,C06_representative,48.0,AUV1=region_A;AUV2=region_B,0.7,0.3,0.0,SUCCESS,655.685959815979,571.5657501220703,718.3329772949219,0.23297262889879058,0.15178938708350473,0.78900401171871,0.5153373628854752,7.648714125059582,0.0,0.037751677852348994,45,1192,0.6224137286098914,560.3954162597656,401.6205880641937,1.0199329500888115,-0.019932950088811463,0.10530645824763471,0.001522797899136182,0.6221960776562075
C06_representative__proxy_48h__vehicle_specific_6040,vehicle_specific_6040,C06_representative,48.0,AUV1=region_A;AUV2=region_B,0.6,0.4,0.0,SUCCESS,612.9412982463837,526.4636840820312,636.3296508789062,0.2138765117759389,0.2130810366104484,0.9981368752736733,0.6941093504428864,34.67936360493237,0.0,0.004078303425774877,5,1226,0.7216634349805644,560.3954162597656,401.6205880641937,0.9394503752293262,0.06054962477067383,0.16659810777457837,0.0016288202192234432,0.6734145400057382
C06_representative__proxy_48h__vehicle_specific_5050,vehicle_specific_5050,C06_representative,48.0,AUV1=region_A;AUV2=region_B,0.5,0.5,0.0,SUCCESS,542.8771140575409,524.1666412353516,632.8526916503906,0.207511139401655,0.2134923899629782,0.9857928731135581,0.6950852572917938,35.79418789067618,0.0,0.016736401673640166,20,1195,0.7148073801491938,560.3954162597656,401.6205880641937,0.9353514072862784,0.06464859271372159,0.16700946112710818,0.0018386506329336049,0.6699931508106252
C06_representative__proxy_48h__vehicle_specific_2575,vehicle_specific_2575,C06_representative,48.0,AUV1=region_A;AUV2=region_B,0.25,0.75,0.0,SUCCESS,378.07379245758057,507.12017822265625,615.9662475585938,0.19796308084022915,0.2225421637186343,0.9415486888773762,0.6878512799739838,38.26458788347854,0.0,0.0008130081300813008,1,1230,0.7101687068881842,560.3954162597656,401.6205880641937,0.9049327733751231,0.09506722662487688,0.1760592348827643,0.002638008799070178,0.6588910974516752
October_control__multi_auv_48h__baseline_shared_STD,baseline_shared_STD,October_control,48.0,shared_STD,1.0,0.0,0.0,REUSED,350.12517857551575,649.5859069824219,328.57347106933594,0.012743628185907047,0.2098950524737631,0.11447811447811451,0.28200972080230713,8.504992738150802,0.0,0.005733005733005733,7,1221,0.4141644341699271,649.5859069824219,350.12517857551575,1.0,0.0,0.0,0.002847987159613312,0.5198926175113938
C06_representative__proxy_48h__vehicle_specific_00100,vehicle_specific_00100,C06_representative,48.0,AUV1=region_A;AUV2=region_B,0.0,1.0,0.0,SUCCESS,142.7746512889862,247.72145080566406,300.6461410522461,0.10184595798854233,0.12669683257918551,0.8912637999697536,0.7284573316574097,41.33336630863932,0.0,0.0016,1,625,0.6453938796085201,560.3954162597656,401.6205880641937,0.44204760356361533,0.5579523964363846,0.0802139037433155,0.006955328989044152,0.49929410199179053
October_control__proxy_48h__vehicle_specific_9010,vehicle_specific_9010,October_control,48.0,AUV1=region_A;AUV2=region_B,0.9,0.1,0.0,SUCCESS,571.9276947975159,719.2925720214844,193.51448822021484,0.0,0.31896551724137934,0.0,0.4399350583553314,1.855864191887451,0.0,0.16524216524216523,174,1053,0.43031115431277434,649.5859069824219,350.12517857551575,1.1073093863179344,-0.10730938631793441,0.10907046476761623,0.0017454209476702293,0.5834842613999583
October_control__proxy_48h__vehicle_specific_8020,vehicle_specific_8020,October_control,48.0,AUV1=region_A;AUV2=region_B,0.8,0.2,0.0,SUCCESS,545.2338438034058,709.9408874511719,255.13988494873047,0.034857571214392806,0.29422788605697153,0.21184510250569477,0.44561687111854553,6.675675621171855,0.0,0.15648148148148147,169,1080,0.46924052283009776,649.5859069824219,350.12517857551575,1.0929130078408293,-0.09291300784082934,0.08433283358320842,0.0018307177618966952,0.596182146080717
October_control__proxy_48h__vehicle_specific_7030,vehicle_specific_7030,October_control,48.0,AUV1=region_A;AUV2=region_B,0.7,0.3,0.0,SUCCESS,529.7880039215088,644.9814453125,343.56829833984375,0.09857571214392803,0.27586206896551724,0.5265265265265264,0.45402297377586365,18.37206263522461,0.0,0.08296557811120918,94,1133,0.5527965512834484,649.5859069824219,350.12517857551575,0.9929116970974456,0.007088302902554355,0.06596701649175413,0.0018839913347926318,0.602093915534057
October_control__proxy_48h__vehicle_specific_6040,vehicle_specific_6040,October_control,48.0,AUV1=region_A;AUV2=region_B,0.6,0.4,0.0,SUCCESS,542.9166331291199,541.3950042724609,518.9450836181641,0.1802848575712144,0.21701649175412294,0.9075471698113208,0.8518565893173218,37.970879738141925,0.0,0.003228410008071025,4,1239,0.7373445925628789,649.5859069824219,350.12517857551575,0.8334463516726377,0.1665536483273623,0.007121439280359826,0.0018385170430384888,0.6651831481362633
October_control__proxy_48h__vehicle_specific_5050,vehicle_specific_5050,October_control,48.0,AUV1=region_A;AUV2=region_B,0.5,0.5,0.0,SUCCESS,496.65232944488525,519.0670776367188,547.6507415771484,0.19452773613193403,0.21551724137931033,0.9488117001828154,0.8812164068222046,42.31280102123451,0.0,0.0040453074433656954,5,1236,0.7551302720010675,649.5859069824219,350.12517857551575,0.7990737977182824,0.20092620228171765,0.005622188905547221,0.0020094349826825226,0.6644218420478323
October_control__proxy_48h__vehicle_specific_2575,vehicle_specific_2575,October_control,48.0,AUV1=region_A;AUV2=region_B,0.25,0.75,0.0,SUCCESS,344.54609966278076,542.2100219726562,484.23863220214844,0.1469265367316342,0.21326836581709147,0.8158168574401665,0.7819806933403015,33.45193122990503,0.0,0.005737704918032787,7,1220,0.6925014916136462,649.5859069824219,350.12517857551575,0.8347010243670954,0.16529897563290463,0.0033733133433283546,0.0028939698667584507,0.6412761511780131
October_control__proxy_48h__vehicle_specific_00100,vehicle_specific_00100,October_control,48.0,AUV1=region_A;AUV2=region_B,0.0,1.0,0.0,SUCCESS,140.79734230041504,226.1798324584961,211.95499420166016,0.07571214392803598,0.08133433283358321,0.9642004773269689,0.8246217668056488,32.359278697264735,0.0,0.0019723865877712033,1,507,0.6552586835200815,649.5859069824219,350.12517857551575,0.34819079359216554,0.6518092064078345,-0.1285607196401799,0.0070523183564426585,0.4862905996389172
C01_representative__proxy_12h__role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,C01_representative,12.0,AUV1=region_B;AUV2=region_A,0.7,0.3,0.0,SUCCESS,517.7897605895996,167.97958374023438,202.74256134033203,0.03117505995203837,0.037275064267352186,0.9108839555095241,0.0,23.101857871822066,0.0,0.020066889632107024,6,299,0.40557341439518857,186.4933624267578,307.0359218120575,0.9007268760367039,0.09927312396329613,0.02227934875749786,0.0019275631015992095,0.4687149136206709
C01_representative__proxy_24h__role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,C01_representative,24.0,AUV1=region_B;AUV2=region_A,0.6,0.4,0.0,SUCCESS,546.0310900211334,302.2940673828125,414.23121643066406,0.1288968824940048,0.10411311053984576,0.8936364418046286,0.0,35.637229736064924,0.0,0.001594896331738437,1,627,0.4652002397496074,361.484619140625,325.9245355129242,0.8362570670405588,0.1637429329594412,0.05784061696658098,0.0018280496634320493,0.4662009547775897
C01_representative__proxy_48h__role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,C01_representative,48.0,AUV1=region_B;AUV2=region_A,0.6,0.4,0.0,SUCCESS,613.781378030777,535.61181640625,771.1172180175781,0.21282973621103118,0.2275064267352185,0.9666693500120751,0.0,24.756608575483657,0.0,0.013731825525040387,17,1238,0.5456851031517386,637.9007568359375,389.6941635608673,0.8396475637730034,0.16035243622699658,0.11139674378748929,0.0016265944866500793,0.5041459579887416
C06_representative__proxy_12h__role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,C06_representative,12.0,AUV1=region_B;AUV2=region_A,0.6,0.4,0.0,SUCCESS,559.7739386558533,130.66271209716797,162.27169799804688,0.05410566518141311,0.03990127519539284,0.8489006244742662,0.0,31.34240524937801,0.0,0.0033003300330033004,1,303,0.4094124402947712,161.41756439208984,326.3576309680939,0.8094702245647997,0.19052977543520033,0.03990127519539284,0.0017832497751178475,0.4374655781011703
C06_representative__proxy_24h__role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,C06_representative,24.0,AUV1=region_B;AUV2=region_A,0.6,0.4,0.0,SUCCESS,572.538167476654,270.2737121582031,311.83294677734375,0.1514958625079567,0.10571781160016454,0.8220232611406612,0.0,39.66425215543464,0.0,0.001607717041800643,1,622,0.46292634584849146,326.71881103515625,334.4328978061676,0.8272364584759725,0.1727635415240275,0.10571781160016454,0.0017435631257107316,0.4567291230090045
C06_representative__proxy_48h__role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,C06_representative,48.0,AUV1=region_B;AUV2=region_A,0.6,0.4,0.0,SUCCESS,612.5878865718842,526.4636840820312,636.3296508789062,0.2138765117759389,0.2130810366104484,0.9981368752736733,0.0,34.104698795942504,0.0,0.004078303425774877,5,1226,0.5481360973698428,560.3954162597656,401.6205880641937,0.9394503752293262,0.06054962477067383,0.16659810777457837,0.0016297583799885628,0.5345927168251992
October_control__proxy_12h__role_swap_of_vehicle_specific_7030,role_swap_of_vehicle_specific_7030,October_control,12.0,AUV1=region_B;AUV2=region_A,0.7,0.3,0.0,SUCCESS,488.0283589363098,144.5596923828125,120.64950942993164,0.04235382308845577,0.037481259370314844,0.9389671361502347,0.0,32.57094021400419,0.0,0.003246753246753247,1,308,0.4179756609714166,178.2662811279297,232.15893840789795,0.8109199982641235,0.18908000173587647,-0.03035982008995502,0.0020448711853339333,0.44632059617143066
October_control__proxy_24h__role_swap_of_vehicle_specific_5050,role_swap_of_vehicle_specific_5050,October_control,24.0,AUV1=region_B;AUV2=region_A,0.5,0.5,0.0,SUCCESS,441.29193902015686,277.80091857910156,250.0489845275879,0.0944527736131934,0.10044977511244378,0.9692307692307692,0.0,37.9534936759997,0.0,0.0016420361247947454,1,609,0.4631899984073897,356.16770935058594,260.68045258522034,0.7799722189460311,0.22002778105396892,-0.050224887556221884,0.002260950091506023,0.45597603027709305
October_control__proxy_48h__role_swap_of_vehicle_specific_6040,role_swap_of_vehicle_specific_6040,October_control,48.0,AUV1=region_B;AUV2=region_A,0.6,0.4,0.0,SUCCESS,461.2961518764496,541.3950042724609,518.9450836181641,0.1802848575712144,0.21701649175412294,0.9075471698113208,0.0,29.501568934980032,0.0,0.003228410008071025,4,1239,0.5243804452335484,649.5859069824219,350.12517857551575,0.8334463516726377,0.1665536483273623,0.007121439280359826,0.002163115561185233,0.49482806019870623
